,AutoML_solution,task,trainings_id,dataset_name,dataset_size_in_mb,absolute_balanced_accuracy,relative_balanced_accuracy,absolute_rmse,relative_rmse,dataset_rows,dataset_cols,runtime,type,missing_values,categorical_features,numerical_features,runtime_limit,failed
141,:gama,:tabular_classification,64de1a10a3b9e3ab431b32c1,eeg-eye-state.csv,1.736656,0.9650861593401768,0.9856720866242682,9.0,9.0,14980,15,54.18366666666667,Binary classification,0,1,14,60,0
142,:tpot,:tabular_classification,64de1a10a3b9e3ab431b32c1,eeg-eye-state.csv,1.736656,0.9732918429520017,0.9940528029049532,9.0,9.0,14980,15,60.60863333333334,Binary classification,0,1,14,60,0
143,:flaml,:tabular_classification,64de1a10a3b9e3ab431b32c1,eeg-eye-state.csv,1.736656,0.6370733969949496,0.6506625947036118,9.0,9.0,14980,15,68.80076666666668,Binary classification,0,1,14,60,0
144,:evalml,:tabular_classification,64de2accd1f1e2fc3859d4ca,Amazon_employee_access.csv,2.726043,0.538629891147597,0.809092014817672,9.0,9.0,32769,10,2.484366666666667,not available,-1,-1,-1,60,0
145,:pycaret,:tabular_classification,64de2accd1f1e2fc3859d4ca,Amazon_employee_access.csv,2.726043,0.6657214275795029,1.0,9.0,9.0,32769,10,3.816133333333333,not available,-1,-1,-1,60,0
146,:lama,:tabular_classification,64de2accd1f1e2fc3859d4ca,Amazon_employee_access.csv,2.726043,0.5995015649535855,0.9005291704869914,9.0,9.0,32769,10,11.077283333333332,not available,-1,-1,-1,60,0
147,:autokeras,:tabular_classification,64de2accd1f1e2fc3859d4ca,Amazon_employee_access.csv,2.726043,0.5,0.7510649038561826,9.0,9.0,32769,10,13.194316666666667,not available,-1,-1,-1,60,0
148,:autogluon,:tabular_classification,64de2accd1f1e2fc3859d4ca,Amazon_employee_access.csv,2.726043,0.5873615843953297,0.8822933438253868,9.0,9.0,32769,10,18.597966666666665,not available,-1,-1,-1,60,0
149,:mljar,:tabular_classification,64de2accd1f1e2fc3859d4ca,Amazon_employee_access.csv,2.726043,0.6221146635616848,0.9344969799509564,9.0,9.0,32769,10,46.885,not available,-1,-1,-1,60,0
150,:gama,:tabular_classification,64de2accd1f1e2fc3859d4ca,Amazon_employee_access.csv,2.726043,0.546440772114984,0.8208249719432773,9.0,9.0,32769,10,54.22573333333333,not available,-1,-1,-1,60,0
151,:tpot,:tabular_classification,64de2accd1f1e2fc3859d4ca,Amazon_employee_access.csv,2.726043,0.6155183574930833,0.924588471984516,9.0,9.0,32769,10,60.500416666666666,not available,-1,-1,-1,60,0
152,:flaml,:tabular_classification,64de2accd1f1e2fc3859d4ca,Amazon_employee_access.csv,2.726043,0.5,0.7510649038561826,9.0,9.0,32769,10,65.85021666666667,not available,-1,-1,-1,60,0
153,:evalml,:tabular_classification,64de3f73917fca97c8be3280,bank-marketing.csv,5.237924,0.8285448969180162,1.0,9.0,9.0,45211,17,3.474483333333333,Binary classification,0,10,7,60,0
154,:pycaret,:tabular_classification,64de3f73917fca97c8be3280,bank-marketing.csv,5.237924,0.737346608065927,0.889929575100487,9.0,9.0,45211,17,8.9122,Binary classification,0,10,7,60,0
155,:lama,:tabular_classification,64de3f73917fca97c8be3280,bank-marketing.csv,5.237924,0.7218421118046242,0.8712166528207461,9.0,9.0,45211,17,13.245733333333334,Binary classification,0,10,7,60,0
156,:autokeras,:tabular_classification,64de3f73917fca97c8be3280,bank-marketing.csv,5.237924,0.669663463985521,0.8082404061343023,9.0,9.0,45211,17,25.553166666666666,Binary classification,0,10,7,60,0
157,:autogluon,:tabular_classification,64de3f73917fca97c8be3280,bank-marketing.csv,5.237924,0.711217097748259,0.8583929493667901,9.0,9.0,45211,17,29.092033333333333,Binary classification,0,10,7,60,0
158,:gama,:tabular_classification,64de3f73917fca97c8be3280,bank-marketing.csv,5.237924,0.6902919936127877,0.8331377046440146,9.0,9.0,45211,17,54.42378333333333,Binary classification,0,10,7,60,0
159,:tpot,:tabular_classification,64de3f73917fca97c8be3280,bank-marketing.csv,5.237924,0.7282705166705532,0.8789753209265314,9.0,9.0,45211,17,60.77495,Binary classification,0,10,7,60,0
160,:mljar,:tabular_classification,64de3f73917fca97c8be3280,bank-marketing.csv,5.237924,0.7303889144698295,0.8815320897958542,9.0,9.0,45211,17,61.21921666666666,Binary classification,0,10,7,60,0
161,:flaml,:tabular_classification,64de3f73917fca97c8be3280,bank-marketing.csv,5.237924,0.7300072915544623,0.8810714956665721,9.0,9.0,45211,17,63.788016666666664,Binary classification,0,10,7,60,0
162,:mljar,:tabular_classification,64de5429f2e80bd3760a0c8c,electricity.csv,3.3222620000000003,0.0,0.0,9.0,9.0,45312,9,0.0,Binary classification,0,2,7,60,1
163,:evalml,:tabular_classification,64de5429f2e80bd3760a0c8c,electricity.csv,3.3222620000000003,0.8594775485715083,0.9069651178810956,9.0,9.0,45312,9,3.22605,Binary classification,0,2,7,60,0
164,:pycaret,:tabular_classification,64de5429f2e80bd3760a0c8c,electricity.csv,3.3222620000000003,0.9347355302053288,0.9863812286305348,9.0,9.0,45312,9,10.861666666666668,Binary classification,0,2,7,60,0
165,:lama,:tabular_classification,64de5429f2e80bd3760a0c8c,electricity.csv,3.3222620000000003,0.9347117352989835,0.9863561190158924,9.0,9.0,45312,9,16.2585,Binary classification,0,2,7,60,0
166,:autokeras,:tabular_classification,64de5429f2e80bd3760a0c8c,electricity.csv,3.3222620000000003,0.7610414594474997,0.8030902705107427,9.0,9.0,45312,9,19.433316666666666,Binary classification,0,2,7,60,0
167,:autogluon,:tabular_classification,64de5429f2e80bd3760a0c8c,electricity.csv,3.3222620000000003,0.9344329486946936,0.9860619289863287,9.0,9.0,45312,9,41.29533333333333,Binary classification,0,2,7,60,0
168,:gama,:tabular_classification,64de5429f2e80bd3760a0c8c,electricity.csv,3.3222620000000003,0.8986823103433841,0.9483360081865231,9.0,9.0,45312,9,54.47178333333333,Binary classification,0,2,7,60,0
169,:tpot,:tabular_classification,64de5429f2e80bd3760a0c8c,electricity.csv,3.3222620000000003,0.9133236775015299,0.9637863353214189,9.0,9.0,45312,9,64.38936666666667,Binary classification,0,2,7,60,0
170,:flaml,:tabular_classification,64de5429f2e80bd3760a0c8c,electricity.csv,3.3222620000000003,0.9476412395875483,1.0,9.0,9.0,45312,9,68.68283333333333,Binary classification,0,2,7,60,0
171,:autogluon,:tabular_classification,64de67f696f5081df08072aa,KDDCup09_appetency.csv,34.244496,0.0,0.0,9.0,9.0,50000,231,0.0,not available,-1,-1,-1,60,1
172,:evalml,:tabular_classification,64de67f696f5081df08072aa,KDDCup09_appetency.csv,34.244496,0.0,0.0,9.0,9.0,50000,231,0.0,not available,-1,-1,-1,60,1
173,:flaml,:tabular_classification,64de67f696f5081df08072aa,KDDCup09_appetency.csv,34.244496,0.0,0.0,9.0,9.0,50000,231,0.0,not available,-1,-1,-1,60,1
174,:gama,:tabular_classification,64de67f696f5081df08072aa,KDDCup09_appetency.csv,34.244496,0.0,0.0,9.0,9.0,50000,231,0.0,not available,-1,-1,-1,60,1
175,:mljar,:tabular_classification,64de67f696f5081df08072aa,KDDCup09_appetency.csv,34.244496,0.0,0.0,9.0,9.0,50000,231,0.0,not available,-1,-1,-1,60,1
176,:pycaret,:tabular_classification,64de67f696f5081df08072aa,KDDCup09_appetency.csv,34.244496,0.0,0.0,9.0,9.0,50000,231,0.0,not available,-1,-1,-1,60,1
177,:tpot,:tabular_classification,64de67f696f5081df08072aa,KDDCup09_appetency.csv,34.244496,0.0,0.0,9.0,9.0,50000,231,0.0,not available,-1,-1,-1,60,1
178,:lama,:tabular_classification,64de67f696f5081df08072aa,KDDCup09_appetency.csv,34.244496,0.0,0.0,9.0,9.0,50000,231,0.0,not available,-1,-1,-1,60,1
179,:autokeras,:tabular_classification,64de67f696f5081df08072aa,KDDCup09_appetency.csv,34.244496,0.0,0.0,9.0,9.0,50000,231,0.0,not available,-1,-1,-1,60,1
180,:evalml,:tabular_classification,64de6a163779f2eb60c2f649,KDDCup09_appetency.csv,34.244496,0.0,0.0,9.0,9.0,50000,231,0.0,not available,-1,-1,-1,60,1
181,:gama,:tabular_classification,64de6a163779f2eb60c2f649,KDDCup09_appetency.csv,34.244496,0.0,0.0,9.0,9.0,50000,231,0.0,not available,-1,-1,-1,60,1
182,:tpot,:tabular_classification,64de6a163779f2eb60c2f649,KDDCup09_appetency.csv,34.244496,0.0,0.0,9.0,9.0,50000,231,0.0,not available,-1,-1,-1,60,1
183,:lama,:tabular_classification,64de6a163779f2eb60c2f649,KDDCup09_appetency.csv,34.244496,0.0,0.0,9.0,9.0,50000,231,0.0,not available,-1,-1,-1,60,1
184,:autokeras,:tabular_classification,64de6a163779f2eb60c2f649,KDDCup09_appetency.csv,34.244496,0.0,0.0,9.0,9.0,50000,231,0.0,not available,-1,-1,-1,60,1
185,:pycaret,:tabular_classification,64de6a163779f2eb60c2f649,KDDCup09_appetency.csv,34.244496,0.5,0.857998457059737,9.0,9.0,50000,231,12.12495,not available,-1,-1,-1,60,0
186,:autogluon,:tabular_classification,64de6a163779f2eb60c2f649,KDDCup09_appetency.csv,34.244496,0.5,0.857998457059737,9.0,9.0,50000,231,60.88191666666667,not available,-1,-1,-1,60,0
187,:mljar,:tabular_classification,64de6a163779f2eb60c2f649,KDDCup09_appetency.csv,34.244496,0.582751630712068,1.0,9.0,9.0,50000,231,61.62193333333333,not available,-1,-1,-1,60,0
188,:flaml,:tabular_classification,64de6a163779f2eb60c2f649,KDDCup09_appetency.csv,34.244496,0.5028089887640449,0.8628186731106343,9.0,9.0,50000,231,62.825466666666664,not available,-1,-1,-1,60,0
189,:flaml,:tabular_classification,64de891e72d7829f35fa781c,riccardo.csv,516.790806,0.0,0.0,9.0,9.0,20000,4297,0.0,Binary classification,0,1,4296,60,1
190,:mljar,:tabular_classification,64de891e72d7829f35fa781c,riccardo.csv,516.790806,0.0,0.0,9.0,9.0,20000,4297,0.0,Binary classification,0,1,4296,60,1
191,:pycaret,:tabular_classification,64de891e72d7829f35fa781c,riccardo.csv,516.790806,0.0,0.0,9.0,9.0,20000,4297,0.0,Binary classification,0,1,4296,60,1
192,:gama,:tabular_classification,64de891e72d7829f35fa781c,riccardo.csv,516.790806,0.6188333333333333,0.6197629778000334,9.0,9.0,20000,4297,57.20621666666667,Binary classification,0,1,4296,60,0
193,:lama,:tabular_classification,64de891e72d7829f35fa781c,riccardo.csv,516.790806,0.9975,0.9989984977466201,9.0,9.0,20000,4297,58.7363,Binary classification,0,1,4296,60,0
194,:autogluon,:tabular_classification,64de891e72d7829f35fa781c,riccardo.csv,516.790806,0.9984999999999999,1.0,9.0,9.0,20000,4297,79.61035,Binary classification,0,1,4296,60,0
195,:tpot,:tabular_classification,64de891e72d7829f35fa781c,riccardo.csv,516.790806,0.984,0.9854782173259891,9.0,9.0,20000,4297,92.22021666666666,Binary classification,0,1,4296,60,0
196,:evalml,:tabular_classification,64de891e72d7829f35fa781c,riccardo.csv,516.790806,0.9983333333333333,0.99983308295777,9.0,9.0,20000,4297,112.78891666666667,Binary classification,0,1,4296,60,0
197,:autokeras,:tabular_classification,64de891e72d7829f35fa781c,riccardo.csv,516.790806,0.997,0.99849774661993,9.0,9.0,20000,4297,204.0387,Binary classification,0,1,4296,60,0
198,:flaml,:tabular_classification,64df1dd013ef048daad936a4,albert.csv,162.92352400000001,0.0,0.0,9.0,9.0,425240,79,0.0,Binary classification,2734000,53,26,60,1
199,:gama,:tabular_classification,64df1dd013ef048daad936a4,albert.csv,162.92352400000001,0.0,0.0,9.0,9.0,425240,79,0.0,Binary classification,2734000,53,26,60,1
200,:mljar,:tabular_classification,64df1dd013ef048daad936a4,albert.csv,162.92352400000001,0.0,0.0,9.0,9.0,425240,79,0.0,Binary classification,2734000,53,26,60,1
201,:tpot,:tabular_classification,64df1dd013ef048daad936a4,albert.csv,162.92352400000001,0.0,0.0,9.0,9.0,425240,79,0.0,Binary classification,2734000,53,26,60,1
202,:lama,:tabular_classification,64df1dd013ef048daad936a4,albert.csv,162.92352400000001,0.0,0.0,9.0,9.0,425240,79,0.0,Binary classification,2734000,53,26,60,1
203,:autokeras,:tabular_classification,64df1dd013ef048daad936a4,albert.csv,162.92352400000001,0.0,0.0,9.0,9.0,425240,79,0.0,Binary classification,2734000,53,26,60,1
204,:evalml,:tabular_classification,64df1dd013ef048daad936a4,albert.csv,162.92352400000001,0.6544892296115135,0.9623284118806403,9.0,9.0,425240,79,14.208183333333332,Binary classification,2734000,53,26,60,0
205,:pycaret,:tabular_classification,64df1dd013ef048daad936a4,albert.csv,162.92352400000001,0.6444713573511429,0.9475986307527403,9.0,9.0,425240,79,28.905633333333334,Binary classification,2734000,53,26,60,0
206,:autogluon,:tabular_classification,64df1dd013ef048daad936a4,albert.csv,162.92352400000001,0.6801100554980717,1.0,9.0,9.0,425240,79,65.58478333333333,Binary classification,2734000,53,26,60,0
207,:gama,:tabular_classification,64df45d026c88448ce991810,airlines.csv,24.010617999999997,0.0,0.0,9.0,9.0,539383,8,0.0,Binary classification,0,5,3,60,1
208,:mljar,:tabular_classification,64df45d026c88448ce991810,airlines.csv,24.010617999999997,0.0,0.0,9.0,9.0,539383,8,0.0,Binary classification,0,5,3,60,1
209,:evalml,:tabular_classification,64df45d026c88448ce991810,airlines.csv,24.010617999999997,0.6096221387090379,0.9261338788700985,9.0,9.0,539383,8,3.2270833333333333,Binary classification,0,5,3,60,0
210,:pycaret,:tabular_classification,64df45d026c88448ce991810,airlines.csv,24.010617999999997,0.6510589105619299,0.9890843457367395,9.0,9.0,539383,8,34.73778333333333,Binary classification,0,5,3,60,0
211,:lama,:tabular_classification,64df45d026c88448ce991810,airlines.csv,24.010617999999997,0.6582440753088408,1.0,9.0,9.0,539383,8,43.3972,Binary classification,0,5,3,60,0
212,:autogluon,:tabular_classification,64df45d026c88448ce991810,airlines.csv,24.010617999999997,0.6559993612142077,0.9965898453494171,9.0,9.0,539383,8,63.237049999999996,Binary classification,0,5,3,60,0
213,:tpot,:tabular_classification,64df45d026c88448ce991810,airlines.csv,24.010617999999997,0.5908094580888323,0.897553780201715,9.0,9.0,539383,8,81.92521666666667,Binary classification,0,5,3,60,0
214,:flaml,:tabular_classification,64df45d026c88448ce991810,airlines.csv,24.010617999999997,0.6571867063564871,0.9983936521542446,9.0,9.0,539383,8,101.7006,Binary classification,0,5,3,60,0
215,:autokeras,:tabular_classification,64df45d026c88448ce991810,airlines.csv,24.010617999999997,0.6039557874263011,0.9175255958710024,9.0,9.0,539383,8,174.87403333333333,Binary classification,0,5,3,60,0
216,:autogluon,:tabular_classification,64df6f96124eb3074f4ace7a,breast-w.csv,0.033493,0.0,0.0,9.0,9.0,699,10,0.0,Binary classification,16,1,9,60,1
217,:evalml,:tabular_classification,64df6f96124eb3074f4ace7a,breast-w.csv,0.033493,0.0,0.0,9.0,9.0,699,10,0.0,Binary classification,16,1,9,60,1
218,:flaml,:tabular_classification,64df6f96124eb3074f4ace7a,breast-w.csv,0.033493,0.0,0.0,9.0,9.0,699,10,0.0,Binary classification,16,1,9,60,1
219,:gama,:tabular_classification,64df6f96124eb3074f4ace7a,breast-w.csv,0.033493,0.0,0.0,9.0,9.0,699,10,0.0,Binary classification,16,1,9,60,1
220,:mljar,:tabular_classification,64df6f96124eb3074f4ace7a,breast-w.csv,0.033493,0.0,0.0,9.0,9.0,699,10,0.0,Binary classification,16,1,9,60,1
221,:tpot,:tabular_classification,64df6f96124eb3074f4ace7a,breast-w.csv,0.033493,0.0,0.0,9.0,9.0,699,10,0.0,Binary classification,16,1,9,60,1
222,:autokeras,:tabular_classification,64df6f96124eb3074f4ace7a,breast-w.csv,0.033493,0.0,0.0,9.0,9.0,699,10,0.0,Binary classification,16,1,9,60,1
223,:lama,:tabular_classification,64df6f96124eb3074f4ace7a,breast-w.csv,0.033493,0.5,0.522232734153264,9.0,9.0,699,10,0.66255,Binary classification,16,1,9,60,0
224,:pycaret,:tabular_classification,64df6f96124eb3074f4ace7a,breast-w.csv,0.033493,0.957427536231884,1.0,9.0,9.0,699,10,1.0605333333333333,Binary classification,16,1,9,60,0
225,:lama,:tabular_classification,64df714927699f3301e26c1d,breast-w.csv,0.033493,0.5,0.516612072999532,9.0,9.0,699,10,0.6858333333333333,Binary classification,16,1,9,60,0
226,:pycaret,:tabular_classification,64df714927699f3301e26c1d,breast-w.csv,0.033493,0.9316123188405797,0.9625643425362658,9.0,9.0,699,10,0.7526833333333334,Binary classification,16,1,9,60,0
227,:evalml,:tabular_classification,64df714927699f3301e26c1d,breast-w.csv,0.033493,0.926177536231884,0.9569489939167056,9.0,9.0,699,10,1.6622666666666668,Binary classification,16,1,9,60,0
228,:autogluon,:tabular_classification,64df714927699f3301e26c1d,breast-w.csv,0.033493,0.9628623188405797,0.9948525970987365,9.0,9.0,699,10,2.3149666666666664,Binary classification,16,1,9,60,0
229,:autokeras,:tabular_classification,64df714927699f3301e26c1d,breast-w.csv,0.033493,0.9207427536231885,0.9513336452971456,9.0,9.0,699,10,4.1207,Binary classification,16,1,9,60,0
230,:gama,:tabular_classification,64df714927699f3301e26c1d,breast-w.csv,0.033493,0.957427536231884,0.9892372484791764,9.0,9.0,699,10,54.331183333333335,Binary classification,16,1,9,60,0
231,:tpot,:tabular_classification,64df714927699f3301e26c1d,breast-w.csv,0.033493,0.9415760869565217,0.9728591483387926,9.0,9.0,699,10,60.22665,Binary classification,16,1,9,60,0
232,:flaml,:tabular_classification,64df714927699f3301e26c1d,breast-w.csv,0.033493,0.9420289855072463,0.9733270940570893,9.0,9.0,699,10,60.47426666666667,Binary classification,16,1,9,60,0
233,:mljar,:tabular_classification,64df714927699f3301e26c1d,breast-w.csv,0.033493,0.9678442028985508,1.0,9.0,9.0,699,10,61.49365,Binary classification,16,1,9,60,0
234,:lama,:tabular_classification,64df80f1d84d79bd5c3fafbe,credit-approval.csv,0.049408,0.8595912284436875,1.0,9.0,9.0,690,16,1.1785166666666667,Binary classification,67,10,6,60,0
235,:evalml,:tabular_classification,64df80f1d84d79bd5c3fafbe,credit-approval.csv,0.049408,0.8268043431977858,0.9618575851393188,9.0,9.0,690,16,2.2435833333333335,Binary classification,67,10,6,60,0
236,:pycaret,:tabular_classification,64df80f1d84d79bd5c3fafbe,credit-approval.csv,0.049408,0.840110708963168,0.9773374613003095,9.0,9.0,690,16,2.3646666666666665,Binary classification,67,10,6,60,0
237,:autogluon,:tabular_classification,64df80f1d84d79bd5c3fafbe,credit-approval.csv,0.049408,0.8466042154566744,0.984891640866873,9.0,9.0,690,16,3.393466666666667,Binary classification,67,10,6,60,0
238,:autokeras,:tabular_classification,64df80f1d84d79bd5c3fafbe,credit-approval.csv,0.049408,0.8186076218863103,0.9523219814241485,9.0,9.0,690,16,4.427883333333333,Binary classification,67,10,6,60,0
239,:gama,:tabular_classification,64df80f1d84d79bd5c3fafbe,credit-approval.csv,0.049408,0.8418139237811368,0.9793188854489163,9.0,9.0,690,16,54.19925,Binary classification,67,10,6,60,0
240,:flaml,:tabular_classification,64df80f1d84d79bd5c3fafbe,credit-approval.csv,0.049408,0.8466042154566744,0.984891640866873,9.0,9.0,690,16,60.23765,Binary classification,67,10,6,60,0
241,:tpot,:tabular_classification,64df80f1d84d79bd5c3fafbe,credit-approval.csv,0.049408,0.8449010006387055,0.9829102167182662,9.0,9.0,690,16,60.273183333333336,Binary classification,67,10,6,60,0
242,:mljar,:tabular_classification,64df80f1d84d79bd5c3fafbe,credit-approval.csv,0.049408,0.8141366829891421,0.9471207430340558,9.0,9.0,690,16,64.42653333333334,Binary classification,67,10,6,60,0
243,:evalml,:tabular_classification,64df996879e9c26716c6a75c,profb.csv,0.036694000000000004,0.0,0.0,9.0,9.0,672,10,0.0,Binary classification,1200,5,5,60,1
244,:lama,:tabular_classification,64df996879e9c26716c6a75c,profb.csv,0.036694000000000004,0.5444444444444444,0.7967479674796747,9.0,9.0,672,10,0.7295,Binary classification,1200,5,5,60,0
245,:pycaret,:tabular_classification,64df996879e9c26716c6a75c,profb.csv,0.036694000000000004,0.5111111111111111,0.7479674796747967,9.0,9.0,672,10,0.9984833333333333,Binary classification,1200,5,5,60,0
246,:autogluon,:tabular_classification,64df996879e9c26716c6a75c,profb.csv,0.036694000000000004,0.6222222222222222,0.9105691056910569,9.0,9.0,672,10,2.780866666666667,Binary classification,1200,5,5,60,0
247,:autokeras,:tabular_classification,64df996879e9c26716c6a75c,profb.csv,0.036694000000000004,0.5777777777777777,0.8455284552845528,9.0,9.0,672,10,4.322383333333334,Binary classification,1200,5,5,60,0
248,:gama,:tabular_classification,64df996879e9c26716c6a75c,profb.csv,0.036694000000000004,0.6833333333333333,1.0,9.0,9.0,672,10,54.22711666666667,Binary classification,1200,5,5,60,0
249,:mljar,:tabular_classification,64df996879e9c26716c6a75c,profb.csv,0.036694000000000004,0.6111111111111112,0.894308943089431,9.0,9.0,672,10,58.115066666666664,Binary classification,1200,5,5,60,0
250,:tpot,:tabular_classification,64df996879e9c26716c6a75c,profb.csv,0.036694000000000004,0.6611111111111112,0.9674796747967481,9.0,9.0,672,10,60.33903333333333,Binary classification,1200,5,5,60,0
